Disease,Symptom,Symptom_Severity,Location,Season
(vertigo) Paroymsal  Positional Vertigo,headache,3.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
Acne,skin_rash,3.0,All,winter
Acne,skin_rash,3.0,All,winter
Acne,pus_filled_pimples,2.0,All,winter
Acne,skin_rash,3.0,All,winter
Acne,skin_rash,3.0,All,winter
Acne,skin_rash,3.0,All,winter
Acne,skin_rash,3.0,All,winter
Acne,skin_rash,3.0,All,winter
Acne,skin_rash,3.0,All,winter
Acne,skin_rash,3.0,All,winter
Urinary tract infection,burning_micturition,6.0,All,summer
Urinary tract infection,burning_micturition,6.0,All,summer
Urinary tract infection,bladder_discomfort,4.0,All,summer
Urinary tract infection,burning_micturition,6.0,All,summer
Urinary tract infection,burning_micturition,6.0,All,summer
Urinary tract infection,burning_micturition,6.0,All,summer
Urinary tract infection,burning_micturition,6.0,All,summer
Urinary tract infection,burning_micturition,6.0,All,summer
Urinary tract infection,bladder_discomfort,4.0,All,summer
Urinary tract infection,burning_micturition,6.0,All,summer
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,joint_pain,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Impetigo,skin_rash,3.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Impetigo,high_fever,7.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Fungal infection,itching,1.0,All,monsoon
Fungal infection,skin_rash,3.0,All,monsoon
Fungal infection,itching,1.0,All,monsoon
Fungal infection,itching,1.0,All,monsoon
Fungal infection,itching,1.0,All,monsoon
Fungal infection,skin_rash,3.0,All,monsoon
Fungal infection,itching,1.0,All,monsoon
Fungal infection,itching,1.0,All,monsoon
Fungal infection,itching,1.0,All,monsoon
Fungal infection,itching,1.0,All,monsoon
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
Allergy,shivering,5.0,All,"fall, rainy, spring, summer"
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
Allergy,shivering,5.0,All,"fall, rainy, spring, summer"
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
GERD,stomach_pain,5.0,All,winter
GERD,stomach_pain,5.0,All,winter
GERD,stomach_pain,5.0,All,winter
GERD,stomach_pain,5.0,All,winter
GERD,stomach_pain,5.0,All,winter
GERD,stomach_pain,5.0,All,winter
GERD,acidity,3.0,All,winter
GERD,stomach_pain,5.0,All,winter
GERD,stomach_pain,5.0,All,winter
GERD,stomach_pain,5.0,All,winter
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,vomiting,5.0,All,All
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,skin_rash,3.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,indigestion,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,patches_in_throat,6.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,patches_in_throat,6.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
Diabetes ,fatigue,4.0,,
Diabetes ,fatigue,4.0,,
Diabetes ,weight_loss,3.0,,
Diabetes ,fatigue,4.0,,
Diabetes ,fatigue,4.0,,
Diabetes ,fatigue,4.0,,
Diabetes ,fatigue,4.0,,
Diabetes ,fatigue,4.0,,
Diabetes ,fatigue,4.0,,
Diabetes ,fatigue,4.0,,
Gastroenteritis,vomiting,5.0,All,winter
Gastroenteritis,vomiting,5.0,All,winter
Gastroenteritis,sunken_eyes,3.0,All,winter
Gastroenteritis,vomiting,5.0,All,winter
Gastroenteritis,vomiting,5.0,All,winter
Gastroenteritis,vomiting,5.0,All,winter
Gastroenteritis,vomiting,5.0,All,winter
Gastroenteritis,sunken_eyes,3.0,All,winter
Gastroenteritis,vomiting,5.0,All,winter
Gastroenteritis,vomiting,5.0,All,winter
Bronchial Asthma,fatigue,4.0,All,"spring, summer, winter"
Bronchial Asthma,cough,4.0,All,"spring, summer, winter"
Bronchial Asthma,fatigue,4.0,All,"spring, summer, winter"
Bronchial Asthma,fatigue,4.0,All,"spring, summer, winter"
Bronchial Asthma,fatigue,4.0,All,"spring, summer, winter"
Bronchial Asthma,fatigue,4.0,All,"spring, summer, winter"
Bronchial Asthma,fatigue,4.0,All,"spring, summer, winter"
Bronchial Asthma,fatigue,4.0,All,"spring, summer, winter"
Bronchial Asthma,cough,4.0,All,"spring, summer, winter"
Bronchial Asthma,fatigue,4.0,All,"spring, summer, winter"
Hypertension ,headache,3.0,,
Hypertension ,chest_pain,7.0,,
Hypertension ,headache,3.0,,
Hypertension ,headache,3.0,,
Hypertension ,headache,3.0,,
Hypertension ,headache,3.0,,
Hypertension ,headache,3.0,,
Hypertension ,chest_pain,7.0,,
Hypertension ,headache,3.0,,
Hypertension ,headache,3.0,,
Migraine,acidity,3.0,All,All
Migraine,indigestion,5.0,All,All
Migraine,acidity,3.0,All,All
Migraine,acidity,3.0,All,All
Migraine,acidity,3.0,All,All
Migraine,acidity,3.0,All,All
Migraine,acidity,3.0,All,All
Migraine,acidity,3.0,All,All
Migraine,acidity,3.0,All,All
Migraine,acidity,3.0,All,All
Cervical spondylosis,back_pain,3.0,All,All
Cervical spondylosis,back_pain,3.0,All,All
Cervical spondylosis,weakness_in_limbs,7.0,All,All
Cervical spondylosis,back_pain,3.0,All,All
Cervical spondylosis,back_pain,3.0,All,All
Cervical spondylosis,back_pain,3.0,All,All
Cervical spondylosis,back_pain,3.0,All,All
Cervical spondylosis,back_pain,3.0,All,All
Cervical spondylosis,weakness_in_limbs,7.0,All,All
Cervical spondylosis,back_pain,3.0,All,All
Paralysis (brain hemorrhage),vomiting,5.0,All,All
Paralysis (brain hemorrhage),vomiting,5.0,All,All
Paralysis (brain hemorrhage),headache,3.0,All,All
Paralysis (brain hemorrhage),vomiting,5.0,All,All
Paralysis (brain hemorrhage),vomiting,5.0,All,All
Paralysis (brain hemorrhage),vomiting,5.0,All,All
Paralysis (brain hemorrhage),vomiting,5.0,All,All
Paralysis (brain hemorrhage),headache,3.0,All,All
Paralysis (brain hemorrhage),vomiting,5.0,All,All
Paralysis (brain hemorrhage),vomiting,5.0,All,All
Jaundice,itching,1.0,All,All
Jaundice,itching,1.0,All,All
Jaundice,vomiting,5.0,All,All
Jaundice,itching,1.0,All,All
Jaundice,itching,1.0,All,All
Jaundice,itching,1.0,All,All
Jaundice,itching,1.0,All,All
Jaundice,itching,1.0,All,All
Jaundice,itching,1.0,All,All
Jaundice,itching,1.0,All,All
Malaria,chills,3.0,All,monsoon
Malaria,chills,3.0,All,monsoon
Malaria,chills,3.0,All,monsoon
Malaria,vomiting,5.0,All,monsoon
Malaria,chills,3.0,All,monsoon
Malaria,chills,3.0,All,monsoon
Malaria,chills,3.0,All,monsoon
Malaria,chills,3.0,All,monsoon
Malaria,chills,3.0,All,monsoon
Malaria,chills,3.0,All,monsoon
Chicken pox,itching,1.0,All,All
Chicken pox,skin_rash,3.0,All,All
Chicken pox,itching,1.0,All,All
Chicken pox,itching,1.0,All,All
Chicken pox,itching,1.0,All,All
Chicken pox,itching,1.0,All,All
Chicken pox,itching,1.0,All,All
Chicken pox,itching,1.0,All,All
Chicken pox,itching,1.0,All,All
Chicken pox,itching,1.0,All,All
Dengue,skin_rash,3.0,All,rainy
Dengue,skin_rash,3.0,All,rainy
Dengue,skin_rash,3.0,All,rainy
Dengue,skin_rash,3.0,All,rainy
Dengue,chills,3.0,All,rainy
Dengue,skin_rash,3.0,All,rainy
Dengue,skin_rash,3.0,All,rainy
Dengue,skin_rash,3.0,All,rainy
Dengue,skin_rash,3.0,All,rainy
Dengue,skin_rash,3.0,All,rainy
Typhoid,chills,3.0,All,"rainy, summer"
Typhoid,chills,3.0,All,"rainy, summer"
Typhoid,chills,3.0,All,"rainy, summer"
Typhoid,chills,3.0,All,"rainy, summer"
Typhoid,chills,3.0,All,"rainy, summer"
Typhoid,chills,3.0,All,"rainy, summer"
Typhoid,chills,3.0,All,"rainy, summer"
Typhoid,chills,3.0,All,"rainy, summer"
Typhoid,chills,3.0,All,"rainy, summer"
Typhoid,chills,3.0,All,"rainy, summer"
hepatitis A,joint_pain,3.0,All,monsoon
hepatitis A,joint_pain,3.0,All,monsoon
hepatitis A,vomiting,5.0,All,monsoon
hepatitis A,joint_pain,3.0,All,monsoon
hepatitis A,joint_pain,3.0,All,monsoon
hepatitis A,joint_pain,3.0,All,monsoon
hepatitis A,joint_pain,3.0,All,monsoon
hepatitis A,joint_pain,3.0,All,monsoon
hepatitis A,joint_pain,3.0,All,monsoon
hepatitis A,joint_pain,3.0,All,monsoon
Hepatitis B,itching,1.0,All,All
Hepatitis B,itching,1.0,All,All
Hepatitis B,fatigue,4.0,All,All
Hepatitis B,itching,1.0,All,All
Hepatitis B,itching,1.0,All,All
Hepatitis B,itching,1.0,All,All
Hepatitis B,itching,1.0,All,All
Hepatitis B,itching,1.0,All,All
Hepatitis B,itching,1.0,All,All
Hepatitis B,itching,1.0,All,All
Hepatitis C,fatigue,4.0,"Andhra Pradesh, Arunachal Pradesh, Haryana, Mizoram, Punjab",All
Hepatitis C,fatigue,4.0,"Andhra Pradesh, Arunachal Pradesh, Haryana, Mizoram, Punjab",All
Hepatitis C,yellowish_skin,3.0,"Andhra Pradesh, Arunachal Pradesh, Haryana, Mizoram, Punjab",All
Hepatitis C,fatigue,4.0,"Andhra Pradesh, Arunachal Pradesh, Haryana, Mizoram, Punjab",All
Hepatitis C,fatigue,4.0,"Andhra Pradesh, Arunachal Pradesh, Haryana, Mizoram, Punjab",All
Hepatitis C,fatigue,4.0,"Andhra Pradesh, Arunachal Pradesh, Haryana, Mizoram, Punjab",All
Hepatitis C,fatigue,4.0,"Andhra Pradesh, Arunachal Pradesh, Haryana, Mizoram, Punjab",All
Hepatitis C,fatigue,4.0,"Andhra Pradesh, Arunachal Pradesh, Haryana, Mizoram, Punjab",All
Hepatitis C,fatigue,4.0,"Andhra Pradesh, Arunachal Pradesh, Haryana, Mizoram, Punjab",All
Hepatitis C,fatigue,4.0,"Andhra Pradesh, Arunachal Pradesh, Haryana, Mizoram, Punjab",All
Hepatitis D,joint_pain,3.0,All,All
Hepatitis D,vomiting,5.0,All,All
Hepatitis D,joint_pain,3.0,All,All
Hepatitis D,joint_pain,3.0,All,All
Hepatitis D,joint_pain,3.0,All,All
Hepatitis D,joint_pain,3.0,All,All
Hepatitis D,joint_pain,3.0,All,All
Hepatitis D,joint_pain,3.0,All,All
Hepatitis D,joint_pain,3.0,All,All
Hepatitis D,joint_pain,3.0,All,All
Hepatitis E,joint_pain,3.0,All,monsoon
Hepatitis E,joint_pain,3.0,All,monsoon
Hepatitis E,joint_pain,3.0,All,monsoon
Hepatitis E,vomiting,5.0,All,monsoon
Hepatitis E,joint_pain,3.0,All,monsoon
Hepatitis E,joint_pain,3.0,All,monsoon
Hepatitis E,joint_pain,3.0,All,monsoon
Hepatitis E,joint_pain,3.0,All,monsoon
Hepatitis E,joint_pain,3.0,All,monsoon
Hepatitis E,joint_pain,3.0,All,monsoon
Alcoholic hepatitis,vomiting,5.0,All,All
Alcoholic hepatitis,vomiting,5.0,All,All
Alcoholic hepatitis,yellowish_skin,3.0,All,All
Alcoholic hepatitis,vomiting,5.0,All,All
Alcoholic hepatitis,vomiting,5.0,All,All
Alcoholic hepatitis,vomiting,5.0,All,All
Alcoholic hepatitis,vomiting,5.0,All,All
Alcoholic hepatitis,vomiting,5.0,All,All
Alcoholic hepatitis,vomiting,5.0,All,All
Alcoholic hepatitis,vomiting,5.0,All,All
Tuberculosis,chills,3.0,All,All
Tuberculosis,chills,3.0,All,All
Tuberculosis,vomiting,5.0,All,All
Tuberculosis,chills,3.0,All,All
Tuberculosis,chills,3.0,All,All
Tuberculosis,chills,3.0,All,All
Tuberculosis,chills,3.0,All,All
Tuberculosis,chills,3.0,All,All
Tuberculosis,chills,3.0,All,All
Tuberculosis,chills,3.0,All,All
Common Cold,continuous_sneezing,4.0,All,"monsoon, post-monsoon"
Common Cold,continuous_sneezing,4.0,All,"monsoon, post-monsoon"
Common Cold,chills,3.0,All,"monsoon, post-monsoon"
Common Cold,continuous_sneezing,4.0,All,"monsoon, post-monsoon"
Common Cold,continuous_sneezing,4.0,All,"monsoon, post-monsoon"
Common Cold,continuous_sneezing,4.0,All,"monsoon, post-monsoon"
Common Cold,continuous_sneezing,4.0,All,"monsoon, post-monsoon"
Common Cold,continuous_sneezing,4.0,All,"monsoon, post-monsoon"
Common Cold,continuous_sneezing,4.0,All,"monsoon, post-monsoon"
Common Cold,continuous_sneezing,4.0,All,"monsoon, post-monsoon"
Pneumonia,chills,3.0,All,winter
Pneumonia,chills,3.0,All,winter
Pneumonia,chills,3.0,All,winter
Pneumonia,fatigue,4.0,All,winter
Pneumonia,chills,3.0,All,winter
Pneumonia,chills,3.0,All,winter
Pneumonia,chills,3.0,All,winter
Pneumonia,chills,3.0,All,winter
Pneumonia,chills,3.0,All,winter
Pneumonia,chills,3.0,All,winter
Dimorphic hemmorhoids(piles),constipation,4.0,All,All
Dimorphic hemmorhoids(piles),constipation,4.0,All,All
Dimorphic hemmorhoids(piles),constipation,4.0,All,All
Dimorphic hemmorhoids(piles),pain_during_bowel_movements,5.0,All,All
Dimorphic hemmorhoids(piles),constipation,4.0,All,All
Dimorphic hemmorhoids(piles),constipation,4.0,All,All
Dimorphic hemmorhoids(piles),constipation,4.0,All,All
Dimorphic hemmorhoids(piles),constipation,4.0,All,All
Dimorphic hemmorhoids(piles),constipation,4.0,All,All
Dimorphic hemmorhoids(piles),constipation,4.0,All,All
Heart attack,vomiting,5.0,All,"summer, winter"
Heart attack,vomiting,5.0,All,"summer, winter"
Heart attack,breathlessness,4.0,All,"summer, winter"
Heart attack,vomiting,5.0,All,"summer, winter"
Heart attack,vomiting,5.0,All,"summer, winter"
Heart attack,vomiting,5.0,All,"summer, winter"
Heart attack,vomiting,5.0,All,"summer, winter"
Heart attack,breathlessness,4.0,All,"summer, winter"
Heart attack,vomiting,5.0,All,"summer, winter"
Heart attack,vomiting,5.0,All,"summer, winter"
Varicose veins,fatigue,4.0,All,All
Varicose veins,fatigue,4.0,All,All
Varicose veins,cramps,4.0,All,All
Varicose veins,fatigue,4.0,All,All
Varicose veins,fatigue,4.0,All,All
Varicose veins,fatigue,4.0,All,All
Varicose veins,fatigue,4.0,All,All
Varicose veins,fatigue,4.0,All,All
Varicose veins,fatigue,4.0,All,All
Varicose veins,fatigue,4.0,All,All
Hypothyroidism,fatigue,4.0,All,All
Hypothyroidism,fatigue,4.0,All,All
Hypothyroidism,weight_gain,3.0,All,All
Hypothyroidism,weight_gain,3.0,All,All
Hypothyroidism,fatigue,4.0,All,All
Hypothyroidism,fatigue,4.0,All,All
Hypothyroidism,fatigue,4.0,All,All
Hypothyroidism,fatigue,4.0,All,All
Hypothyroidism,fatigue,4.0,All,All
Hypothyroidism,fatigue,4.0,All,All
Hyperthyroidism,fatigue,4.0,All,All
Hyperthyroidism,fatigue,4.0,All,All
Hyperthyroidism,mood_swings,3.0,All,All
Hyperthyroidism,fatigue,4.0,All,All
Hyperthyroidism,fatigue,4.0,All,All
Hyperthyroidism,fatigue,4.0,All,All
Hyperthyroidism,fatigue,4.0,All,All
Hyperthyroidism,fatigue,4.0,All,All
Hyperthyroidism,fatigue,4.0,All,All
Hyperthyroidism,fatigue,4.0,All,All
Hypoglycemia,vomiting,5.0,All,All
Hypoglycemia,vomiting,5.0,All,All
Hypoglycemia,vomiting,5.0,All,All
Hypoglycemia,fatigue,4.0,All,All
Hypoglycemia,vomiting,5.0,All,All
Hypoglycemia,vomiting,5.0,All,All
Hypoglycemia,vomiting,5.0,All,All
Hypoglycemia,vomiting,5.0,All,All
Hypoglycemia,vomiting,5.0,All,All
Hypoglycemia,vomiting,5.0,All,All
Osteoarthristis,joint_pain,3.0,All,All
Osteoarthristis,joint_pain,3.0,All,All
Osteoarthristis,neck_pain,5.0,All,All
Osteoarthristis,joint_pain,3.0,All,All
Osteoarthristis,joint_pain,3.0,All,All
Osteoarthristis,joint_pain,3.0,All,All
Osteoarthristis,joint_pain,3.0,All,All
Osteoarthristis,joint_pain,3.0,All,All
Osteoarthristis,joint_pain,3.0,All,All
Osteoarthristis,joint_pain,3.0,All,All
Arthritis,muscle_weakness,2.0,All,"rainy, winter"
Arthritis,muscle_weakness,2.0,All,"rainy, winter"
Arthritis,stiff_neck,4.0,All,"rainy, winter"
Arthritis,muscle_weakness,2.0,All,"rainy, winter"
Arthritis,muscle_weakness,2.0,All,"rainy, winter"
Arthritis,muscle_weakness,2.0,All,"rainy, winter"
Arthritis,muscle_weakness,2.0,All,"rainy, winter"
Arthritis,muscle_weakness,2.0,All,"rainy, winter"
Arthritis,muscle_weakness,2.0,All,"rainy, winter"
Arthritis,muscle_weakness,2.0,All,"rainy, winter"
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
(vertigo) Paroymsal  Positional Vertigo,headache,3.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,5.0,,
Acne,skin_rash,3.0,All,winter
Acne,skin_rash,3.0,All,winter
Acne,pus_filled_pimples,2.0,All,winter
Acne,skin_rash,3.0,All,winter
Acne,skin_rash,3.0,All,winter
Acne,skin_rash,3.0,All,winter
Acne,skin_rash,3.0,All,winter
Acne,skin_rash,3.0,All,winter
Acne,skin_rash,3.0,All,winter
Acne,skin_rash,3.0,All,winter
Urinary tract infection,burning_micturition,6.0,All,summer
Urinary tract infection,burning_micturition,6.0,All,summer
Urinary tract infection,bladder_discomfort,4.0,All,summer
Urinary tract infection,burning_micturition,6.0,All,summer
Urinary tract infection,burning_micturition,6.0,All,summer
Urinary tract infection,burning_micturition,6.0,All,summer
Urinary tract infection,burning_micturition,6.0,All,summer
Urinary tract infection,burning_micturition,6.0,All,summer
Urinary tract infection,bladder_discomfort,4.0,All,summer
Urinary tract infection,burning_micturition,6.0,All,summer
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,joint_pain,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Psoriasis,skin_rash,3.0,All,winter
Impetigo,skin_rash,3.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Impetigo,high_fever,7.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Impetigo,skin_rash,3.0,All,summer
Fungal infection,itching,1.0,All,monsoon
Fungal infection,skin_rash,3.0,All,monsoon
Fungal infection,itching,1.0,All,monsoon
Fungal infection,itching,1.0,All,monsoon
Fungal infection,itching,1.0,All,monsoon
Fungal infection,skin_rash,3.0,All,monsoon
Fungal infection,itching,1.0,All,monsoon
Fungal infection,itching,1.0,All,monsoon
Fungal infection,itching,1.0,All,monsoon
Fungal infection,itching,1.0,All,monsoon
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
Allergy,shivering,5.0,All,"fall, rainy, spring, summer"
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
Allergy,shivering,5.0,All,"fall, rainy, spring, summer"
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
Allergy,continuous_sneezing,4.0,All,"fall, rainy, spring, summer"
GERD,stomach_pain,5.0,All,winter
GERD,stomach_pain,5.0,All,winter
GERD,stomach_pain,5.0,All,winter
GERD,stomach_pain,5.0,All,winter
GERD,stomach_pain,5.0,All,winter
GERD,stomach_pain,5.0,All,winter
GERD,acidity,3.0,All,winter
GERD,stomach_pain,5.0,All,winter
GERD,stomach_pain,5.0,All,winter
GERD,stomach_pain,5.0,All,winter
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,vomiting,5.0,All,All
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,itching,1.0,All,All
Chronic cholestasis,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,skin_rash,3.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Drug Reaction,itching,1.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,indigestion,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
Peptic ulcer diseae,vomiting,5.0,All,All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,patches_in_throat,6.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,patches_in_throat,6.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
AIDS,muscle_wasting,3.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Maharashtra, Mizoram, Tamil Nadu, Uttar Pradesh, West Bengal",All
Diabetes ,fatigue,4.0,,
Diabetes ,fatigue,4.0,,
Diabetes ,weight_loss,3.0,,
Diabetes ,fatigue,4.0,,
Diabetes ,fatigue,4.0,,
Diabetes ,fatigue,4.0,,
Diabetes ,fatigue,4.0,,
